46 - 39 = 7
79 - 74 = 5
79 - 4 = 75
96 - 35 = 61
91 - 78 = 13
64 - 44 = 20
88 - 15 = 73
83 - 64 = 19
94 - 31 = 63
73 - 24 = 49
74 - 58 = 16
89 - 45 = 44
84 - 59 = 25
72 - 42 = 30
24 - 14 = 10
60 - 8 = 52
45 - 13 = 32
97 - 93 = 4
88 - 37 = 51
54 - 13 = 41
75 - 20 = 55
68 - 19 = 49
70 - 15 = 55
48 - 23 = 25
80 - 2 = 78
56 - 6 = 50
87 - 77 = 10
91 - 24 = 67
97 - 83 = 14
60 - 46 = 14
75 - 3 = 72
71 - 40 = 31
87 - 8 = 79
51 - 33 = 18
88 - 67 = 21
80 - 46 = 34
94 - 23 = 71
90 - 36 = 54
78 - 75 = 3
79 - 30 = 49
70 - 53 = 17
28 - 2 = 26
83 - 69 = 14
20 - 13 = 7
64 - 3 = 61
48 - 6 = 42
78 - 19 = 59
49 - 39 = 10
99 - 96 = 3
57 - 15 = 42
61 - 12 = 49
86 - 20 = 66
89 - 43 = 46
61 - 47 = 14
34 - 10 = 24
58 - 27 = 31
70 - 65 = 5
67 - 14 = 53
62 - 0 = 62
91 - 50 = 41
56 - 51 = 5
71 - 5 = 66
94 - 48 = 46
42 - 17 = 25
87 - 31 = 56
65 - 13 = 52
79 - 17 = 62
68 - 54 = 14
62 - 35 = 27
22 - 6 = 16
42 - 30 = 12
72 - 8 = 64
58 - 53 = 5
4 - 3 = 1
31 - 22 = 9
68 - 10 = 58
70 - 50 = 20
91 - 10 = 81
40 - 9 = 31
50 - 11 = 39
6 - 3 = 3
96 - 41 = 55
50 - 16 = 34
12 - 4 = 8
93 - 65 = 28
30 - 25 = 5
50 - 39 = 11
84 - 16 = 68
61 - 30 = 31
74 - 8 = 66
90 - 30 = 60
78 - 63 = 15
84 - 9 = 75
58 - 49 = 9
67 - 66 = 1
93 - 4 = 89
73 - 12 = 61
36 - 16 = 20
70 - 33 = 37
82 - 76 = 6
93 - 86 = 7
92 - 4 = 88
53 - 51 = 2
42 - 38 = 4
32 - 4 = 28
77 - 23 = 54
77 - 70 = 7
33 - 14 = 19
19 - 12 = 7
68 - 2 = 66
79 - 4 = 75
40 - 18 = 22
60 - 24 = 36
100 - 14 = 86
80 - 61 = 19
96 - 9 = 87
61 - 12 = 49
40 - 32 = 8
57 - 33 = 24
80 - 44 = 36
66 - 54 = 12
45 - 10 = 35
33 - 5 = 28
68 - 49 = 19
97 - 91 = 6
63 - 43 = 20
76 - 0 = 76
87 - 26 = 61
69 - 27 = 42
37 - 20 = 17
82 - 17 = 65
73 - 63 = 10
56 - 52 = 4
63 - 55 = 8
40 - 3 = 37
87 - 82 = 5
24 - 21 = 3
67 - 42 = 25
25 - 2 = 23
52 - 46 = 6
44 - 19 = 25
69 - 55 = 14
7 - 6 = 1
86 - 59 = 27
30 - 25 = 5
26 - 23 = 3
77 - 11 = 66
95 - 2 = 93
13 - 1 = 12
57 - 51 = 6
98 - 46 = 52
60 - 31 = 29
52 - 6 = 46
51 - 15 = 36
94 - 8 = 86
59 - 8 = 51
89 - 27 = 62
11 - 2 = 9
59 - 12 = 47
99 - 58 = 41
8 - 0 = 8
74 - 18 = 56
83 - 33 = 50
93 - 86 = 7
90 - 70 = 20
67 - 41 = 26
89 - 57 = 32
66 - 64 = 2
68 - 49 = 19
37 - 15 = 22
100 - 58 = 42
81 - 4 = 77
87 - 78 = 9
80 - 54 = 26
28 - 25 = 3
89 - 62 = 27
14 - 12 = 2
73 - 68 = 5
57 - 35 = 22
20 - 16 = 4
42 - 3 = 39
84 - 59 = 25
85 - 71 = 14
78 - 19 = 59
78 - 3 = 75
53 - 20 = 33
71 - 42 = 29
23 - 10 = 13
63 - 44 = 19
98 - 26 = 72
58 - 47 = 11
49 - 19 = 30
81 - 48 = 33
65 - 38 = 27
47 - 3 = 44
82 - 61 = 21
79 - 52 = 27
58 - 7 = 51
81 - 33 = 48
63 - 62 = 1
40 - 8 = 32
72 - 11 = 61
92 - 61 = 31
58 - 14 = 44
27 - 21 = 6
70 - 24 = 46
91 - 28 = 63
98 - 85 = 13
97 - 93 = 4
42 - 32 = 10
46 - 28 = 18
31 - 10 = 21
66 - 45 = 21
75 - 42 = 33
58 - 50 = 8
89 - 7 = 82
83 - 5 = 78
62 - 22 = 40
36 - 7 = 29
28 - 10 = 18
61 - 23 = 38
94 - 58 = 36
17 - 6 = 11
57 - 13 = 44
19 - 8 = 11
50 - 16 = 34
91 - 18 = 73
88 - 1 = 87
79 - 70 = 9
86 - 83 = 3
85 - 59 = 26
90 - 17 = 73
94 - 13 = 81
20 - 2 = 18
91 - 39 = 52
88 - 57 = 31
51 - 15 = 36
26 - 12 = 14
91 - 51 = 40
94 - 66 = 28
3 - 0 = 3
29 - 28 = 1
79 - 58 = 21
45 - 17 = 28
61 - 50 = 11
3 - 0 = 3
79 - 61 = 18
89 - 62 = 27
82 - 16 = 66
80 - 48 = 32
49 - 36 = 13
95 - 48 = 47
80 - 78 = 2
80 - 65 = 15
64 - 62 = 2
94 - 47 = 47
88 - 67 = 21
80 - 32 = 48
89 - 45 = 44
86 - 33 = 53
71 - 20 = 51
6 - 1 = 5
96 - 86 = 10
79 - 59 = 20
23 - 1 = 22
69 - 47 = 22
53 - 30 = 23
22 - 3 = 19
63 - 13 = 50
71 - 64 = 7
89 - 24 = 65
99 - 23 = 76
25 - 7 = 18
75 - 45 = 30
80 - 65 = 15
100 - 12 = 88
36 - 31 = 5
49 - 12 = 37
61 - 30 = 31
74 - 70 = 4
85 - 46 = 39
91 - 23 = 68
88 - 34 = 54
43 - 30 = 13
93 - 44 = 49
99 - 42 = 57
49 - 11 = 38
91 - 49 = 42
72 - 9 = 63
65 - 10 = 55
92 - 5 = 87
52 - 37 = 15
88 - 30 = 58
41 - 34 = 7
23 - 1 = 22
89 - 72 = 17
98 - 36 = 62
75 - 32 = 43
32 - 7 = 25
72 - 2 = 70
79 - 20 = 59
97 - 8 = 89
99 - 79 = 20
80 - 49 = 31
74 - 71 = 3
58 - 22 = 36
65 - 48 = 17
42 - 25 = 17
83 - 25 = 58
88 - 59 = 29
96 - 61 = 35
71 - 53 = 18
89 - 70 = 19
66 - 47 = 19
25 - 5 = 20
37 - 16 = 21
100 - 42 = 58
91 - 5 = 86
47 - 21 = 26
70 - 29 = 41
51 - 22 = 29
71 - 45 = 26
87 - 61 = 26
88 - 22 = 66
11 - 6 = 5
82 - 54 = 28
61 - 16 = 45
63 - 38 = 25
55 - 18 = 37
49 - 24 = 25
78 - 50 = 28
49 - 25 = 24
70 - 47 = 23
75 - 17 = 58
69 - 22 = 47
79 - 49 = 30
62 - 56 = 6
71 - 31 = 40
59 - 23 = 36
38 - 26 = 12
35 - 14 = 21
99 - 50 = 49
79 - 21 = 58
78 - 76 = 2
57 - 16 = 41
63 - 28 = 35
99 - 49 = 50
94 - 81 = 13
26 - 12 = 14
100 - 36 = 64
42 - 32 = 10
83 - 59 = 24
6 - 2 = 4
93 - 33 = 60
83 - 63 = 20
27 - 25 = 2
91 - 78 = 13
69 - 47 = 22
24 - 2 = 22
67 - 34 = 33
98 - 2 = 96
74 - 27 = 47
96 - 84 = 12
65 - 32 = 33
80 - 65 = 15
61 - 32 = 29
78 - 46 = 32
71 - 26 = 45
77 - 34 = 43
47 - 42 = 5
95 - 54 = 41
52 - 50 = 2
85 - 84 = 1
58 - 14 = 44
99 - 41 = 58
88 - 5 = 83
71 - 9 = 62
79 - 3 = 76
97 - 59 = 38
18 - 3 = 15
68 - 33 = 35
51 - 6 = 45
64 - 51 = 13
80 - 48 = 32
92 - 57 = 35
77 - 73 = 4
96 - 56 = 40
45 - 31 = 14
21 - 6 = 15
92 - 80 = 12
43 - 11 = 32
49 - 23 = 26
37 - 2 = 35
80 - 1 = 79
34 - 3 = 31
70 - 51 = 19
63 - 30 = 33
98 - 5 = 93
62 - 41 = 21
67 - 1 = 66
85 - 71 = 14
48 - 20 = 28
42 - 30 = 12
62 - 13 = 49
79 - 29 = 50
49 - 4 = 45
58 - 33 = 25
65 - 9 = 56
85 - 71 = 14
79 - 62 = 17
57 - 36 = 21
86 - 85 = 1
72 - 31 = 41
99 - 59 = 40
89 - 87 = 2
73 - 32 = 41
89 - 88 = 1
89 - 38 = 51
45 - 12 = 33
77 - 16 = 61
13 - 1 = 12
52 - 46 = 6
52 - 45 = 7
28 - 3 = 25
25 - 7 = 18
81 - 7 = 74
20 - 12 = 8
81 - 58 = 23
71 - 43 = 28
16 - 1 = 15
38 - 8 = 30
16 - 6 = 10
81 - 20 = 61
93 - 42 = 51
19 - 7 = 12
97 - 21 = 76
19 - 7 = 12
80 - 7 = 73
72 - 52 = 20
60 - 36 = 24
47 - 33 = 14
66 - 27 = 39
78 - 62 = 16
81 - 51 = 30
7 - 1 = 6
58 - 22 = 36
19 - 2 = 17
99 - 89 = 10
88 - 82 = 6
59 - 23 = 36
95 - 47 = 48
49 - 11 = 38
91 - 52 = 39
57 - 36 = 21
92 - 69 = 23
13 - 11 = 2
42 - 26 = 16
33 - 29 = 4
48 - 20 = 28
89 - 38 = 51
42 - 29 = 13
65 - 16 = 49
74 - 57 = 17
57 - 52 = 5
44 - 39 = 5
66 - 38 = 28
49 - 3 = 46
